ID,CATEGORIE,DATE,QUART,PDQ,X,Y,LAT,LONG
C0638,Introduction,2016-04-14 00:00:00,jour,13,294781.750007,5033001.5,45.4368744204,-73.6280491631
C0639,Introduction,2016-04-18 00:00:00,jour,48,303724.768997,5049786.362,45.5879825218,-73.5137799887
C0640,Introduction,2016-05-19 00:00:00,soir,22,300041.641,5043534.816,45.5317135692,-73.5609215286
C0641,Introduction,2016-05-22 00:00:00,soir,16,298827.249999,5035065,45.4554891121,-73.5763663531
C0642,Introduction,2016-05-22 00:00:00,soir,16,298790.37501,5034487.5,45.4502921612,-73.5768307723
C0643,Introduction,2016-06-03 00:00:00,soir,11,295287.250992,5037445.335,45.4768692542,-73.6216740401
C0644,Introduction,2016-02-17 00:00:00,jour,13,296176.720995,5034170.925,45.4474160989,-73.6102397438
C0645,Introduction,2016-02-17 00:00:00,soir,10,290313.229008,5043864.05499,45.5345418446,-73.6854842174
C0646,Introduction,2016-02-18 00:00:00,nuit,13,295116.384,5033139.085,45.4381171954,-73.6237747255
C0647,Introduction,2016-02-18 00:00:00,jour,39,295772.05501,5052150.14699,45.609194716,-73.6157443054
C0648,Introduction,2016-06-08 00:00:00,jour,8,293654.613002,5034055.733,45.446343877,-73.6424795993
C0649,Introduction,2016-06-13 00:00:00,soir,9,294225.96999,5038002.92301,45.4818714122,-73.6352604596
C0650,Introduction,2016-02-11 00:00:00,nuit,50,294807.455102,5038392.74657,45.4853877811,-73.6278301933
C0651,Introduction,2016-03-16 00:00:00,soir,38,297921.711998,5042033.075,45.5181826264,-73.5880419858
C0652,Introduction,2016-03-18 00:00:00,soir,38,297782.309994,5042338.57699,45.5209302643,-73.5898307015
C0653,Introduction,2016-03-24 00:00:00,nuit,3,279983.063001,5041191.00001,45.5101976684,-73.8176115349
C0654,Introduction,2016-03-24 00:00:00,jour,21,300091.226995,5040865.56999,45.5076949657,-73.5602610316
C0655,Introduction,2016-04-01 00:00:00,jour,22,300802.714003,5042459.30999,45.5220405289,-73.5511686988
C0656,Introduction,2016-04-10 00:00:00,soir,35,298017.788,5045104.49301,45.5458213358,-73.5868547462
C0657,Introduction,2016-04-08 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0658,Introduction,2016-04-15 00:00:00,soir,22,300364.188002,5044239.603,45.538057635,-73.5567983278
C0659,Introduction,2016-05-02 00:00:00,nuit,49,305525.216995,5055444.292,45.6388944744,-73.4906973214
C0660,Introduction,2016-05-15 00:00:00,jour,10,290313.229008,5043864.05499,45.5345418446,-73.6854842174
C0661,Introduction,2016-05-18 00:00:00,nuit,39,294305.811,5049830.264,45.5882992273,-73.6344926075
C0662,Introduction,2015-12-22 00:00:00,nuit,30,295235.675007,5047560.55899,45.5678891697,-73.6225311517
C0663,Introduction,2015-12-22 00:00:00,jour,1,278578.594001,5034543.50001,45.4503299992,-73.8352309633
C0664,Introduction,2015-12-27 00:00:00,jour,39,295387.563004,5052310.5,45.6106325104,-73.620676834
C0665,Introduction,2016-01-03 00:00:00,jour,38,297376.110002,5042599.577,45.5232746363,-73.5950342555
C0666,Introduction,2016-01-11 00:00:00,soir,16,299658.281001,5036105,45.4648541533,-73.5657518458
C0667,Introduction,2016-01-17 00:00:00,soir,44,299031.688004,5045539.768,45.5497472277,-73.5738756251
C0668,Introduction,2016-01-22 00:00:00,soir,39,294058.843998,5050715.99999,45.5962655426,-73.6376771918
C0669,Introduction,2016-01-25 00:00:00,soir,5,279240.43801,5033967,45.4451669571,-73.8267397217
C0670,Introduction,2016-01-23 00:00:00,soir,5,283250.281,5037719.5,45.4790685422,-73.7756451893
C0671,Introduction,2016-01-26 00:00:00,soir,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0672,Introduction,2016-02-05 00:00:00,jour,10,290890.073996,5044395.32901,45.5393341788,-73.6781135979
C0673,Introduction,2016-02-12 00:00:00,jour,21,299996.225997,5040927.57099,45.5082522287,-73.5614774238
C0674,Introduction,2016-02-13 00:00:00,soir,11,296164.783996,5036695.028,45.4701290508,-73.6104366758
C0675,Introduction,2016-02-21 00:00:00,nuit,30,295687.950002,5048662.80699,45.577813597,-73.6167574972
C0676,Introduction,2016-02-21 00:00:00,soir,27,291348.894002,5045543.028,45.5496705555,-73.6722700739
C0677,Introduction,2016-03-11 00:00:00,soir,3,271795.817996,5037443.516,45.4761376632,-73.9221388263
C0678,Introduction,2016-03-19 00:00:00,jour,20,298655.741002,5040094.057,45.5007413994,-73.5786221392
C0679,Introduction,2016-01-16 00:00:00,jour,35,295747.307993,5043653.07499,45.5327351543,-73.6159042065
C0680,Introduction,2016-01-23 00:00:00,jour,9,294604.287002,5037754.19101,45.4796388395,-73.630415968
C0681,Introduction,2016-01-26 00:00:00,soir,15,300891.29,5037605.055,45.478360351,-73.5499961763
C0682,Introduction,2016-01-26 00:00:00,soir,13,297119.687993,5032268,45.4303035909,-73.5981552068
C0683,Introduction,2016-02-01 00:00:00,jour,26,294914.203008,5040126.697,45.500992122,-73.6264995443
C0684,Introduction,2016-02-04 00:00:00,soir,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0685,Introduction,2016-02-19 00:00:00,soir,8,293525.900998,5033947.22599,45.4453654133,-73.644122527
C0686,Introduction,2016-02-25 00:00:00,jour,15,299192.515999,5038121.849,45.4829991233,-73.5717310228
C0687,Introduction,2016-03-01 00:00:00,jour,30,296612.456007,5046684.203,45.5600209964,-73.6048781965
C0688,Introduction,2016-03-08 00:00:00,jour,38,298559.073997,5041837.197,45.5164260345,-73.579881276
C0689,Introduction,2016-03-09 00:00:00,jour,26,295712.262009,5039386.545,45.4943427757,-73.6162738236
C0690,Introduction,2016-03-10 00:00:00,soir,16,298897.624991,5036153.00001,45.4652800672,-73.5754796157
C0691,Introduction,2016-03-16 00:00:00,soir,38,298014.971005,5042187.462,45.5195727754,-73.5868504105
C0692,Introduction,2016-02-12 00:00:00,soir,5,278670.499994,5034605.5,45.4508913397,-73.8340592929
C0693,Introduction,2016-03-26 00:00:00,soir,20,298697.560009,5039722.85,45.4974014869,-73.5780824053
C0694,Introduction,2016-04-03 00:00:00,nuit,5,283773.616,5038846.542,45.48922603,-73.7689994815
C0695,Introduction,2016-04-07 00:00:00,jour,20,299196.686994,5039721.08701,45.4973898097,-73.5716959228
C0696,Introduction,2016-04-13 00:00:00,soir,35,295989.362007,5043499.778,45.5313588341,-73.6128023683
C0697,Introduction,2016-04-22 00:00:00,jour,10,289632.403994,5043769.50899,45.5336766019,-73.6941983167
C0698,Introduction,2016-05-11 00:00:00,jour,9,292385.938,5037234,45.4749220131,-73.6587781899
C0699,Introduction,2016-02-04 00:00:00,soir,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0700,Introduction,2016-02-12 00:00:00,jour,16,299658.281001,5036105,45.4648541533,-73.5657518458
C0701,Introduction,2016-03-06 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0702,Introduction,2016-03-24 00:00:00,jour,27,293042.587009,5046951.03999,45.5623709431,-73.6506126489
C0703,Introduction,2016-03-28 00:00:00,soir,44,299281.717997,5045433.62101,45.5487941058,-73.5706722595
C0704,Introduction,2016-04-14 00:00:00,jour,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0705,Introduction,2016-04-19 00:00:00,jour,44,298735.759994,5047226.80199,45.5649252127,-73.5776865309
C0706,Introduction,2016-04-20 00:00:00,nuit,3,275258.750005,5036874.5,45.4711725947,-73.8778131284
C0707,Introduction,2016-04-27 00:00:00,soir,38,299826.39,5043678.098,45.5330013719,-73.5636788521
C0708,Introduction,2015-12-12 00:00:00,soir,16,299452.563007,5034448.5,45.4499466,-73.5683645328
C0709,Introduction,2015-12-18 00:00:00,jour,9,293296.941997,5036941.194,45.4723028156,-73.6471194618
C0710,Introduction,2015-12-20 00:00:00,soir,38,297286.78001,5042465.001,45.5220627124,-73.5961757163
C0711,Introduction,2015-12-21 00:00:00,jour,10,288058.531,5042971.64199,45.5264611015,-73.7143219954
C0712,Introduction,2015-12-28 00:00:00,jour,48,302804.010009,5050410.6,45.5935975638,-73.5255828395
C0713,Introduction,2015-12-24 00:00:00,nuit,38,297408.197009,5042346.363,45.5209964595,-73.5946196864
C0714,Introduction,2016-01-11 00:00:00,nuit,21,300309.440001,5040118.56301,45.5009745194,-73.5574615897
C0715,Introduction,2016-01-25 00:00:00,soir,39,294296.656004,5051161.5,45.6002778981,-73.6346385782
C0716,Introduction,2016-01-26 00:00:00,soir,23,302031.675004,5045399.777,45.5485059246,-73.5354535672
C0717,Introduction,2016-01-30 00:00:00,soir,27,293591.903996,5044371.099,45.5391648525,-73.6435168162
C0718,Introduction,2016-02-05 00:00:00,soir,26,294914.203008,5040126.697,45.500992122,-73.6264995443
C0719,Introduction,2016-02-12 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0720,Introduction,2015-10-01 00:00:00,soir,20,298655.741002,5040094.057,45.5007413994,-73.5786221392
C0721,Introduction,2016-03-02 00:00:00,soir,24,294657.974009,5042371.834,45.5211910723,-73.6298247037
C0722,Introduction,2016-03-12 00:00:00,jour,31,295516.794,5043801.699,45.5340694945,-73.618858354
C0723,Introduction,2015-12-14 00:00:00,nuit,11,294886.863,5035869.744,45.4626857906,-73.6267634568
C0724,Introduction,2015-12-19 00:00:00,soir,38,297286.78001,5042465.001,45.5220627124,-73.5961757163
C0725,Introduction,2015-12-29 00:00:00,soir,23,301567.396003,5044799.708,45.5431042875,-73.5413955614
C0726,Introduction,2016-01-17 00:00:00,soir,30,297234.042991,5047675.07399,45.5689442033,-73.5969313336
C0727,Introduction,2016-01-28 00:00:00,soir,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0728,Introduction,2016-02-15 00:00:00,soir,48,304046.830006,5049643.189,45.586694632,-73.5096522855
C0729,Introduction,2016-02-20 00:00:00,soir,5,281466.85,5037508.771,45.4771150043,-73.7984469713
C0730,Introduction,2015-11-27 00:00:00,nuit,39,294305.811,5049830.264,45.5882992273,-73.6344926075
C0731,Introduction,2015-12-01 00:00:00,soir,4,279112.562993,5040090.00001,45.5002590446,-73.8286945048
C0732,Introduction,2015-12-18 00:00:00,soir,24,294155.216005,5041178.225,45.5104430242,-73.6362344049
C0733,Introduction,2015-12-20 00:00:00,nuit,5,278780.937994,5034502.5,45.4499686289,-73.8326419457
C0734,Introduction,2015-12-22 00:00:00,jour,1,278493.394003,5034244.961,45.4476404357,-73.8363042303
C0735,Introduction,2016-01-06 00:00:00,soir,5,286274,5033295.00001,45.4393418045,-73.7368020616
C0736,Introduction,2016-01-11 00:00:00,jour,22,301236.497,5043081.66,45.5276430311,-73.5456204315
C0737,Introduction,2016-01-12 00:00:00,jour,10,288511.995006,5044500.49801,45.5402289852,-73.7085676961
C0738,Introduction,2016-01-12 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0739,Introduction,2016-01-17 00:00:00,nuit,3,0,0,1,1
C0740,Introduction,2016-01-23 00:00:00,soir,3,273022.728,5040402.138,45.502816924,-73.9066380057
C0741,Introduction,2016-01-24 00:00:00,soir,42,297293.750005,5051756.99999,45.6056751802,-73.5962291372
C0742,Introduction,2016-01-22 00:00:00,soir,23,302027.165,5045388.237,45.5484020657,-73.5355112609
C0743,Introduction,2016-01-27 00:00:00,jour,1,276982.781002,5034955,45.4539711183,-73.85565573
C0744,Introduction,2016-02-25 00:00:00,soir,5,281655.281,5037639.5,45.4782976212,-73.7960430022
C0745,Introduction,2016-02-29 00:00:00,soir,10,287822.546992,5043189.38299,45.5284146982,-73.7173505543
C0746,Introduction,2016-03-08 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0747,Introduction,2016-03-11 00:00:00,jour,49,304447.437996,5054495.50001,45.6303573227,-73.5045217819
C0748,Introduction,2016-03-12 00:00:00,soir,5,286727.405996,5033042.99999,45.4370860602,-73.7309973547
C0749,Introduction,2015-12-10 00:00:00,soir,9,293808.531004,5034532.50001,45.4506364973,-73.6405226117
C0750,Introduction,2015-12-25 00:00:00,jour,23,301305.146011,5045731.777,45.5514901113,-73.5447604953
C0751,Introduction,2015-12-28 00:00:00,jour,3,0,0,1,1
C0752,Introduction,2016-01-01 00:00:00,jour,11,294064.211994,5036046.89599,45.4642677285,-73.6372868814
C0753,Introduction,2016-01-02 00:00:00,nuit,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0754,Introduction,2016-01-08 00:00:00,soir,44,298900.568995,5045908.21601,45.553061552,-73.5755593266
C0755,Introduction,2016-01-18 00:00:00,jour,39,294022.50001,5049293.50001,45.583464946,-73.6381116412
C0756,Introduction,2016-01-18 00:00:00,soir,44,297564.385003,5045619.687,45.5504526679,-73.5926687512
C0757,Introduction,2016-01-28 00:00:00,soir,31,294379.203997,5044641.063,45.5416063027,-73.6334414149
C0758,Introduction,2016-01-30 00:00:00,nuit,45,297629.400996,5055476.096,45.6391440042,-73.5919808489
C0759,Introduction,2016-01-30 00:00:00,jour,11,294781.241006,5035679.265,45.4609702636,-73.6281102044
C0760,Introduction,2016-02-12 00:00:00,jour,21,299996.225997,5040927.57099,45.5082522287,-73.5614774238
C0761,Introduction,2016-02-14 00:00:00,nuit,22,300626.091006,5043469.09899,45.531125968,-73.5534382269
C0762,Introduction,2016-03-07 00:00:00,jour,30,295480.052995,5048794.52299,45.5789960623,-73.6194238978
C0763,Introduction,2016-03-15 00:00:00,jour,22,300364.188002,5044239.603,45.538057635,-73.5567983278
C0764,Introduction,2016-03-17 00:00:00,jour,27,291348.894002,5045543.028,45.5496705555,-73.6722700739
C0765,Introduction,2015-11-12 00:00:00,jour,30,297473.38699,5047537.42001,45.5677081101,-73.5938629168
C0766,Introduction,2015-11-14 00:00:00,jour,8,290130.750009,5033564.5,45.4418584558,-73.6875128482
C0767,Introduction,2015-11-15 00:00:00,soir,26,295070.301995,5040836.56299,45.5073819798,-73.6245161733
C0768,Introduction,2015-11-15 00:00:00,soir,30,297473.38699,5047537.42001,45.5677081101,-73.5938629168
C0769,Introduction,2015-11-22 00:00:00,soir,24,292396.406002,5040676,45.5058947458,-73.6587312784
C0770,Introduction,2015-11-30 00:00:00,jour,23,301734.584996,5045535.533,45.5497262611,-73.5392592087
C0771,Introduction,2015-12-20 00:00:00,soir,38,297921.711998,5042033.075,45.5181826264,-73.5880419858
C0772,Introduction,2015-12-23 00:00:00,soir,10,288822.356005,5043355.174,45.5299301777,-73.7045561853
C0773,Introduction,2016-01-01 00:00:00,soir,39,294295.388997,5049822.40999,45.5882283975,-73.6346260057
C0774,Introduction,2016-01-11 00:00:00,jour,30,297671.701992,5047412.77401,45.5665885651,-73.5913204438
C0775,Introduction,2016-01-12 00:00:00,jour,44,298874.842001,5046843.33599,45.5614758579,-73.5759001626
C0776,Introduction,2016-01-19 00:00:00,soir,23,301415.537997,5044865.43799,45.5436950287,-73.5433406542
C0777,Introduction,2016-02-23 00:00:00,jour,13,293602.562998,5030872.49999,45.4176986767,-73.6430725977
C0778,Introduction,2016-02-12 00:00:00,soir,49,305623.164995,5056911.28299,45.6520946505,-73.4894384189
C0779,Introduction,2016-02-22 00:00:00,jour,9,0,0,1,1
C0780,Introduction,2016-02-22 00:00:00,soir,5,280560.530996,5033694.5,45.4427619198,-73.8098511931
C0781,Introduction,2016-03-17 00:00:00,nuit,21,300091.226995,5040865.56999,45.5076949657,-73.5602610316
C0782,Introduction,2016-03-17 00:00:00,jour,39,294657.682995,5049336.40501,45.583860568,-73.629972803
C0783,Introduction,2015-12-13 00:00:00,nuit,10,287477.098001,5043502.484,45.531223581,-73.7217841375
C0784,Introduction,2015-12-15 00:00:00,nuit,38,298379.310003,5041955.07599,45.5174851245,-73.5821837226
C0785,Introduction,2015-12-15 00:00:00,soir,4,278955.188003,5037897.50001,45.4805244592,-73.8305927913
C0786,Introduction,2016-04-01 00:00:00,soir,48,302460.26899,5052107.406,45.608864817,-73.5299967434
C0787,Introduction,2016-04-02 00:00:00,nuit,8,293692.028996,5034133.559,45.4470447892,-73.642003042
C0788,Introduction,2016-04-06 00:00:00,soir,16,300978.930008,5035790.377,45.4620314943,-73.5488610652
C0789,Introduction,2016-04-18 00:00:00,jour,3,282245.235228,5040655.16068,45.5054528495,-73.7886356006
C0790,Introduction,2016-04-22 00:00:00,jour,3,282434.5,5040598.442,45.5049485713,-73.7862110045
C0791,Introduction,2016-04-23 00:00:00,soir,48,302254.806,5050433.096,45.593798196,-73.5326221685
C0792,Introduction,2015-11-18 00:00:00,jour,21,300002.306993,5042064.08201,45.5184790612,-73.5614107225
C0793,Introduction,2016-05-12 00:00:00,jour,48,301266.947996,5050381.90001,45.5933332026,-73.5452833324
C0794,Introduction,2016-05-26 00:00:00,soir,26,295070.301995,5040836.56299,45.5073819798,-73.6245161733
C0795,Introduction,2016-06-16 00:00:00,soir,27,291345.361009,5045378.42001,45.5481892923,-73.6723107954
C0796,Introduction,2016-06-18 00:00:00,soir,35,295989.362007,5043499.778,45.5313588341,-73.6128023683
C0797,Introduction,2016-06-01 00:00:00,jour,35,295793.863999,5043438.802,45.5308076507,-73.6153041979
C0798,Introduction,2016-06-25 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0799,Introduction,2016-03-07 00:00:00,jour,7,291518.219,5042330.5,45.5207663871,-73.6700143867
C0800,Introduction,2016-03-08 00:00:00,soir,10,288408.61001,5042879.996,45.5256447607,-73.7098372963
C0801,Introduction,2016-03-08 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0802,Introduction,2016-03-30 00:00:00,soir,4,278576.937998,5037522,45.477131487,-73.8354110292
C0803,Introduction,2016-02-25 00:00:00,soir,38,296689.799002,5042851.757,45.5255362013,-73.6038239789
C0804,Introduction,2016-03-02 00:00:00,soir,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0805,Introduction,2016-04-17 00:00:00,nuit,38,298195.147002,5042072.20401,45.5185373686,-73.5845425529
C0806,Introduction,2016-05-07 00:00:00,soir,1,274583.406008,5030678.00001,45.4153856107,-73.8860696391
C0807,Introduction,2016-05-20 00:00:00,soir,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0808,Introduction,2016-05-23 00:00:00,soir,5,282663.499998,5035289,45.4571796324,-73.7830412087
C0809,Introduction,2016-06-13 00:00:00,nuit,30,297158.74099,5045888.17799,45.5528643087,-73.5978681447
C0810,Introduction,2016-06-13 00:00:00,soir,16,298218.438008,5034098.5,45.44678659,-73.5841375577
C0811,Introduction,2016-06-08 00:00:00,nuit,1,277944,5035167,45.4559163707,-73.8433779136
C0812,Introduction,2016-03-13 00:00:00,jour,10,287654.645,5043635.118,45.5324214546,-73.719515673
C0813,Introduction,2016-03-14 00:00:00,jour,5,283773.616,5038846.542,45.48922603,-73.7689994815
C0814,Introduction,2016-03-19 00:00:00,nuit,15,300412.164994,5037626.812,45.4785532838,-73.5561248395
C0815,Introduction,2016-03-30 00:00:00,soir,10,287738.342995,5043267.025,45.52911129,-73.7184312559
C0816,Introduction,2016-04-09 00:00:00,soir,5,286727.405996,5033042.99999,45.4370860602,-73.7309973547
C0817,Introduction,2016-04-25 00:00:00,nuit,5,281373.5,5037536.5,45.4773613936,-73.7996422878
C0818,Introduction,2016-05-06 00:00:00,jour,27,291348.894002,5045543.028,45.5496705555,-73.6722700739
C0819,Introduction,2016-05-08 00:00:00,soir,21,300309.440001,5040118.56301,45.5009745194,-73.5574615897
C0820,Introduction,2016-05-09 00:00:00,jour,30,296172.319995,5046984.65201,45.5627192179,-73.610521401
C0821,Introduction,2016-06-07 00:00:00,nuit,10,289886.392993,5044574.058,45.5409216781,-73.6909708913
C0822,Introduction,2016-06-08 00:00:00,soir,39,295299.875006,5052429.50001,45.6117021077,-73.6218033969
C0823,Introduction,2016-06-23 00:00:00,jour,46,298800.813004,5051328.00001,45.6018295661,-73.5769035331
C0824,Introduction,2016-06-16 00:00:00,jour,3,276231.781011,5040425.216,45.5031633851,-73.8655755772
C0825,Introduction,2016-03-21 00:00:00,nuit,26,295712.262009,5039386.545,45.4943427757,-73.6162738236
C0826,Introduction,2016-03-21 00:00:00,jour,46,297886.526,5051725.933,45.6054017798,-73.5886293963
C0827,Introduction,2016-03-27 00:00:00,soir,5,283773.616,5038846.542,45.48922603,-73.7689994815
C0828,Introduction,2016-04-01 00:00:00,soir,27,292059.771005,5045064.76601,45.5453803661,-73.6631533669
C0829,Introduction,2016-04-05 00:00:00,soir,15,297123.531001,5034037.017,45.4462221672,-73.5981336823
C0830,Introduction,2016-04-21 00:00:00,jour,8,291368.124999,5032642.5,45.4335867151,-73.6716707509
C0831,Introduction,2016-04-23 00:00:00,jour,13,295884.813,5031001.5,45.4188922926,-73.6139140886
C0832,Introduction,2016-04-28 00:00:00,nuit,5,283230.892004,5034949.715,45.4541443559,-73.7757716384
C0833,Introduction,2016-04-29 00:00:00,nuit,15,300008.563003,5038275.215,45.4843852586,-73.5612936398
C0834,Introduction,2016-05-06 00:00:00,jour,42,297642.719008,5050628.49999,45.5955243196,-73.5917388561
C0835,Introduction,2016-05-09 00:00:00,nuit,39,294233.156002,5049120,45.5819069763,-73.6354083788
C0836,Introduction,2016-05-17 00:00:00,soir,7,289142.437993,5040517.5,45.5044030505,-73.7003676696
C0837,Introduction,2016-05-22 00:00:00,nuit,3,282434.5,5040598.442,45.5049485713,-73.7862110045
C0838,Introduction,2016-05-23 00:00:00,jour,10,288179.981,5042865.057,45.5255049208,-73.7127636044
C0839,Introduction,2016-05-25 00:00:00,jour,21,299564.088,5041206.896,45.5107626005,-73.5670107899
C0840,Introduction,2016-06-04 00:00:00,jour,7,286839.655992,5038669.99999,45.487723074,-73.7297682125
C0841,Introduction,2016-06-09 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0842,Introduction,2016-06-09 00:00:00,soir,10,0,0,1,1
C0843,Introduction,2016-06-15 00:00:00,nuit,39,293427.656007,5049517.00001,45.5854665897,-73.6457396351
C0844,Introduction,2016-06-17 00:00:00,jour,3,276231.781011,5040425.216,45.5031633851,-73.8655755772
C0845,Introduction,2016-06-19 00:00:00,soir,38,299826.39,5043678.098,45.5330013719,-73.5636788521
C0846,Introduction,2016-06-18 00:00:00,jour,39,294860.875008,5050404.99999,45.5934790097,-73.627390673
C0847,Introduction,2016-03-30 00:00:00,soir,10,287738.342995,5043267.025,45.52911129,-73.7184312559
C0848,Introduction,2016-04-11 00:00:00,nuit,30,295663.162992,5047625.78901,45.5684818725,-73.6170557186
C0849,Introduction,2016-04-19 00:00:00,jour,48,302763.507001,5051025.09601,45.5991268546,-73.526104535
C0850,Introduction,2016-04-22 00:00:00,soir,5,279798.832993,5035638.30101,45.4602261367,-73.8196865686
C0851,Introduction,2016-04-30 00:00:00,soir,39,294664.87599,5049348.47001,45.5839692371,-73.6298808761
C0852,Introduction,2016-06-01 00:00:00,soir,10,289886.392993,5044574.058,45.5409216781,-73.6909708913
C0853,Introduction,2016-06-08 00:00:00,jour,42,295908.968992,5049028.5,45.5811070687,-73.6139321251
C0854,Introduction,2016-06-08 00:00:00,jour,44,298874.842001,5046843.33599,45.5614758579,-73.5759001626
C0855,Introduction,2016-06-14 00:00:00,soir,46,300554.625008,5052615,45.6134232498,-73.5544326424
C0856,Introduction,2016-06-21 00:00:00,jour,27,293894.919006,5046686.57799,45.560005105,-73.6396883991
C0857,Introduction,2016-06-22 00:00:00,jour,35,295989.362007,5043499.778,45.5313588341,-73.6128023683
C0858,Introduction,2016-06-28 00:00:00,soir,21,299493.124005,5041253.86101,45.5111846746,-73.5679195163
C0859,Introduction,2016-07-01 00:00:00,nuit,45,297174.624998,5055477.851,45.6391549503,-73.5978145066
C0860,Introduction,2016-07-03 00:00:00,soir,22,300558.975002,5042090.55199,45.5187208571,-73.5542855752
C0861,Introduction,2016-07-13 00:00:00,jour,3,278833.687995,5040714.99999,45.5058726449,-73.832295992
C0862,Introduction,2016-03-22 00:00:00,jour,10,287787.284006,5043445.72999,45.5307205315,-73.7178109015
C0863,Introduction,2016-03-31 00:00:00,soir,5,280683.530993,5035918.50001,45.4627785695,-73.8083879674
C0864,Introduction,2016-04-08 00:00:00,jour,31,294433.102993,5044770.563,45.5427723925,-73.6327539665
C0865,Introduction,2016-04-15 00:00:00,jour,39,294715.317376,5052019.92122,45.6080083834,-73.629289665
C0866,Introduction,2016-04-18 00:00:00,soir,23,300991.791995,5045047.452,45.5453306688,-73.5487684638
C0867,Introduction,2016-04-20 00:00:00,soir,21,299493.124005,5041253.86101,45.5111846746,-73.5679195163
C0868,Introduction,2016-05-06 00:00:00,jour,38,298195.147002,5042072.20401,45.5185373686,-73.5845425529
C0869,Introduction,2016-05-14 00:00:00,nuit,10,285410.563001,5041082.383,45.5093923102,-73.7481458861
C0870,Introduction,2016-05-26 00:00:00,nuit,16,299129.438004,5034466.49999,45.450106026,-73.5724957423
C0871,Introduction,2016-06-09 00:00:00,nuit,30,294027.11499,5047508.71901,45.5674050412,-73.6380131555
C0872,Introduction,2016-06-20 00:00:00,nuit,3,279058.938,5040764.5,45.5063264085,-73.8294160696
C0873,Introduction,2016-06-22 00:00:00,soir,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0874,Introduction,2016-07-02 00:00:00,jour,22,300152.565999,5042287.96801,45.5204946946,-73.5594895234
C0875,Introduction,2016-03-20 00:00:00,jour,3,279983.063001,5041191.00001,45.5101976684,-73.8176115349
C0876,Introduction,2016-03-25 00:00:00,jour,44,299031.688004,5045539.768,45.5497472277,-73.5738756251
C0877,Introduction,2016-03-27 00:00:00,soir,10,288303.39601,5044247.496,45.537947486,-73.7112302609
C0878,Introduction,2016-03-31 00:00:00,jour,35,296336.251,5043278.053,45.5293679696,-73.6083573345
C0879,Introduction,2016-04-03 00:00:00,nuit,5,283773.616,5038846.542,45.48922603,-73.7689994815
C0880,Introduction,2016-04-13 00:00:00,jour,5,283250.281,5037719.5,45.4790685422,-73.7756451893
C0881,Introduction,2016-04-29 00:00:00,jour,30,296375.117999,5048231.493,45.5739411647,-73.6079450319
C0882,Introduction,2016-05-04 00:00:00,jour,44,299029.476001,5047095.521,45.5637464004,-73.5739223076
C0883,Introduction,2016-05-08 00:00:00,soir,16,298800.719006,5034631.50001,45.4515880349,-73.5767002847
C0884,Introduction,2016-05-11 00:00:00,jour,48,302614.541,5047382.399,45.5663483105,-73.5279977399
C0885,Introduction,2016-05-26 00:00:00,soir,23,300736.17,5045979.644,45.5537174171,-73.5520497364
C0886,Introduction,2016-05-19 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0887,Introduction,2016-06-22 00:00:00,jour,13,295116.384,5033139.085,45.4381171954,-73.6237747255
C0888,Introduction,2016-06-27 00:00:00,nuit,48,300117.403995,5050161.928,45.5913470415,-73.5600149877
C0889,Introduction,2016-04-04 00:00:00,jour,16,300978.930008,5035790.377,45.4620314943,-73.5488610652
C0890,Introduction,2016-04-06 00:00:00,soir,11,295355.691007,5037403.36101,45.4764924824,-73.6207978443
C0891,Introduction,2016-04-10 00:00:00,soir,22,300364.188002,5044239.603,45.538057635,-73.5567983278
C0892,Introduction,2016-04-14 00:00:00,jour,30,297376.275999,5046243.07901,45.5560601805,-73.5950873771
C0893,Introduction,2016-04-21 00:00:00,jour,21,299493.124005,5041253.86101,45.5111846746,-73.5679195163
C0894,Introduction,2016-04-23 00:00:00,nuit,0,0,0,1,1
C0895,Introduction,2016-05-11 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0896,Introduction,2016-05-12 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
