ID,CATEGORIE,DATE,QUART,PDQ,X,Y,LAT,LONG
C0897,Introduction,2016-05-23 00:00:00,jour,21,299971.747009,5042015.94701,45.5180457122,-73.5618014175
C0898,Introduction,2016-05-26 00:00:00,nuit,13,294134.955,5032249.913,45.4301016869,-73.6362999277
C0899,Introduction,2016-06-13 00:00:00,jour,10,289505.071996,5044169.586,45.5372738422,-73.695841098
C0900,Introduction,2016-06-26 00:00:00,soir,23,301305.146011,5045731.777,45.5514901113,-73.5447604953
C0901,Introduction,2016-06-27 00:00:00,jour,23,301300.493992,5045721.20001,45.5513949124,-73.5448200006
C0902,Introduction,2016-06-13 00:00:00,jour,42,297675.250001,5050555,45.5948632807,-73.5913208161
C0903,Introduction,2016-06-29 00:00:00,soir,30,297445.054005,5046571.857,45.5590193638,-73.5942113733
C0904,Introduction,2016-07-11 00:00:00,nuit,23,301305.146011,5045731.777,45.5514901113,-73.5447604953
C0905,Introduction,2016-07-16 00:00:00,soir,10,288408.61001,5042879.996,45.5256447607,-73.7098372963
C0906,Introduction,2016-07-07 00:00:00,jour,21,300091.226995,5040865.56999,45.5076949657,-73.5602610316
C0907,Introduction,2016-05-17 00:00:00,jour,12,295858.625011,5038554,45.4868530669,-73.6143860083
C0908,Introduction,2016-05-27 00:00:00,nuit,3,283142.469,5040611.5,45.5050884119,-73.7771518197
C0909,Introduction,2016-06-01 00:00:00,jour,3,279983.063001,5041191.00001,45.5101976684,-73.8176115349
C0910,Introduction,2016-06-02 00:00:00,jour,38,298640.612001,5041787.576,45.5159802499,-73.5788370007
C0911,Introduction,2016-06-02 00:00:00,jour,44,297961.085998,5045354.59201,45.5480712598,-73.5875843806
C0912,Introduction,2016-06-06 00:00:00,nuit,21,300182.975003,5040803.60101,45.5071379562,-73.5590862938
C0913,Introduction,2016-06-06 00:00:00,soir,35,296336.251,5043278.053,45.5293679696,-73.6083573345
C0914,Introduction,2016-06-15 00:00:00,jour,39,295772.05501,5052150.14699,45.609194716,-73.6157443054
C0915,Introduction,2016-06-19 00:00:00,nuit,8,291354.344,5033574.00001,45.4419685465,-73.671872328
C0916,Introduction,2016-06-22 00:00:00,jour,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0917,Introduction,2016-06-26 00:00:00,soir,38,298195.147002,5042072.20401,45.5185373686,-73.5845425529
C0918,Introduction,2016-06-30 00:00:00,jour,20,298655.741002,5040094.057,45.5007413994,-73.5786221392
C0919,Introduction,2016-07-04 00:00:00,nuit,5,281466.85,5037508.771,45.4771150043,-73.7984469713
C0920,Introduction,2016-06-20 00:00:00,jour,21,300091.226995,5040865.56999,45.5076949657,-73.5602610316
C0921,Introduction,2016-07-09 00:00:00,nuit,39,294305.811,5049830.264,45.5882992273,-73.6344926075
C0922,Introduction,2016-07-10 00:00:00,jour,38,299228.401007,5044048.80699,45.5363326253,-73.5713393243
C0923,Introduction,2016-07-23 00:00:00,soir,38,299269.622992,5041387.713,45.5123873931,-73.5707814791
C0924,Introduction,2016-07-25 00:00:00,jour,3,282245.235228,5040655.16068,45.5054528495,-73.7886356006
C0925,Introduction,2016-07-18 00:00:00,jour,23,301260.453006,5044931.22401,45.5442862243,-73.5453271126
C0926,Introduction,2016-07-18 00:00:00,jour,46,300271.312999,5052266,45.6102810708,-73.5580619228
C0927,Introduction,2016-08-05 00:00:00,nuit,42,296424.03099,5050565,45.5949393178,-73.6073583439
C0928,Introduction,2016-08-05 00:00:00,jour,44,298900.568995,5045908.21601,45.553061552,-73.5755593266
C0929,Introduction,2016-08-05 00:00:00,jour,48,301266.947996,5050381.90001,45.5933332026,-73.5452833324
C0930,Introduction,2016-08-11 00:00:00,soir,23,301260.453006,5044931.22401,45.5442862243,-73.5453271126
C0931,Introduction,2016-08-15 00:00:00,jour,9,294225.96999,5038002.92301,45.4818714122,-73.6352604596
C0932,Introduction,2016-06-24 00:00:00,nuit,23,301036.818,5045854.86,45.5525962569,-73.5481980635
C0933,Introduction,2016-06-24 00:00:00,jour,27,293085.621997,5048070.725,45.5724469274,-73.6500882015
C0934,Introduction,2016-06-26 00:00:00,soir,10,285792.147,5042108.734,45.518638261,-73.7433022144
C0935,Introduction,2016-06-28 00:00:00,jour,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0936,Introduction,2016-06-29 00:00:00,jour,39,293427.656007,5049517.00001,45.5854665897,-73.6457396351
C0937,Introduction,2016-06-29 00:00:00,soir,30,297445.054005,5046571.857,45.5590193638,-73.5942113733
C0938,Introduction,2016-07-02 00:00:00,soir,3,283142.469,5040611.5,45.5050884119,-73.7771518197
C0939,Introduction,2016-07-04 00:00:00,jour,16,301562.68801,5035847.50001,45.4625484644,-73.5413967706
C0940,Introduction,2016-07-07 00:00:00,soir,23,301857.138994,5044675.172,45.5419849513,-73.5376844693
C0941,Introduction,2016-07-11 00:00:00,jour,11,293606.70201,5035218.511,45.4568063501,-73.6431185396
C0942,Introduction,2016-07-14 00:00:00,soir,3,279796.030993,5041085,45.5092371703,-73.8199997611
C0943,Introduction,2016-07-16 00:00:00,jour,49,304519.155999,5054790.50001,45.6330118322,-73.5036021331
C0944,Introduction,2016-07-22 00:00:00,jour,11,294781.241006,5035679.265,45.4609702636,-73.6281102044
C0945,Introduction,2016-08-03 00:00:00,jour,42,296424.03099,5050565,45.5949393178,-73.6073583439
C0946,Introduction,2016-08-03 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0947,Introduction,2016-08-08 00:00:00,soir,23,300991.791995,5045047.452,45.5453306688,-73.5487684638
C0948,Introduction,2016-08-09 00:00:00,soir,26,294951.983,5041471.636,45.5130949583,-73.6260431159
C0949,Introduction,2016-08-18 00:00:00,soir,10,290974.901,5044186.83701,45.5374597871,-73.6770215247
C0950,Introduction,2016-08-30 00:00:00,nuit,44,299998.103994,5047537.91199,45.5677345343,-73.5615182177
C0951,Introduction,2016-09-01 00:00:00,soir,38,298914.069006,5040853.31501,45.5075757497,-73.5753256794
C0952,Introduction,2016-08-27 00:00:00,jour,26,295070.301995,5040836.56299,45.5073819798,-73.6245161733
C0953,Introduction,2016-06-21 00:00:00,soir,16,298870.499996,5035723,45.4614104888,-73.5758213032
C0954,Introduction,2016-06-24 00:00:00,jour,22,300582.18799,5044129.10301,45.5370646687,-73.5540059977
C0955,Introduction,2016-06-24 00:00:00,soir,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0956,Introduction,2016-06-28 00:00:00,jour,16,300978.930008,5035790.377,45.4620314943,-73.5488610652
C0957,Introduction,2016-06-29 00:00:00,nuit,50,294807.455102,5038392.74657,45.4853877811,-73.6278301933
C0958,Introduction,2016-06-30 00:00:00,soir,35,298017.788,5045104.49301,45.5458213358,-73.5868547462
C0959,Introduction,2016-07-02 00:00:00,jour,35,296214.179,5043356.241,45.5300700411,-73.6099215316
C0960,Introduction,2016-07-16 00:00:00,jour,23,300991.791995,5045047.452,45.5453306688,-73.5487684638
C0961,Introduction,2016-07-12 00:00:00,nuit,39,294147.947006,5050043.61999,45.5902166619,-73.636520427
C0962,Introduction,2016-07-22 00:00:00,jour,22,300148.091994,5043463.59699,45.5310734322,-73.5595579551
C0963,Introduction,2016-07-25 00:00:00,soir,38,297622.087997,5042444.84901,45.52188491,-73.5918831945
C0964,Introduction,2015-12-28 00:00:00,nuit,27,291345.361009,5045378.42001,45.5481892923,-73.6723107954
C0965,Introduction,2016-01-11 00:00:00,jour,30,297473.38699,5047537.42001,45.5677081101,-73.5938629168
C0966,Introduction,2016-01-18 00:00:00,soir,39,294022.50001,5049293.50001,45.583464946,-73.6381116412
C0967,Introduction,2016-01-21 00:00:00,nuit,30,295264.78,5048914.814,45.5800755585,-73.6221847034
C0968,Introduction,2016-01-25 00:00:00,jour,27,291588.034002,5045440.015,45.5487481893,-73.669204609
C0969,Introduction,2015-11-09 00:00:00,nuit,35,297336.68701,5045559.18599,45.5499058563,-73.5955840227
C0970,Introduction,2015-12-10 00:00:00,nuit,23,301567.396003,5044799.708,45.5431042875,-73.5413955614
C0971,Introduction,2015-12-17 00:00:00,nuit,1,275397.797008,5033832.80999,45.4438083982,-73.8758529693
C0972,Introduction,2015-12-17 00:00:00,soir,16,299129.438004,5034466.49999,45.450106026,-73.5724957423
C0973,Introduction,2015-12-20 00:00:00,soir,27,291404.864003,5045519.529,45.5494601827,-73.6715526188
C0974,Introduction,2015-12-22 00:00:00,soir,12,295858.625011,5038554,45.4868530669,-73.6143860083
C0975,Introduction,2015-12-23 00:00:00,soir,9,292649.124994,5037953.5,45.4814010176,-73.6554297904
C0976,Introduction,2015-11-15 00:00:00,soir,7,284399.231992,5037885.281,45.4805948198,-73.7609558554
C0977,Introduction,2015-11-20 00:00:00,nuit,23,301433.859,5045659.63,45.5508415412,-73.5431115022
C0978,Introduction,2015-11-23 00:00:00,nuit,10,288408.61001,5042879.996,45.5256447607,-73.7098372963
C0979,Introduction,2015-11-26 00:00:00,soir,48,299874.122005,5049572.978,45.5860458185,-73.5631270944
C0980,Introduction,2015-12-01 00:00:00,soir,5,281991.858997,5035936.37601,45.4629833667,-73.7916588517
C0981,Introduction,2015-12-06 00:00:00,jour,35,295747.307993,5043653.07499,45.5327351543,-73.6159042065
C0982,Introduction,2015-10-14 00:00:00,soir,26,295048.927009,5041460.72,45.5129980942,-73.6248021317
C0983,Introduction,2015-10-19 00:00:00,jour,3,283142.469,5040611.5,45.5050884119,-73.7771518197
C0984,Introduction,2015-10-20 00:00:00,soir,23,301300.493992,5045721.20001,45.5513949124,-73.5448200006
C0985,Introduction,2015-10-20 00:00:00,soir,38,296945.312003,5042684.076,45.5240302697,-73.6005503072
C0986,Introduction,2015-11-04 00:00:00,soir,48,299874.122005,5049572.978,45.5860458185,-73.5631270944
C0987,Introduction,2015-09-14 00:00:00,jour,26,295352.940998,5039834.515,45.4983690262,-73.6208798005
C0988,Introduction,2015-09-20 00:00:00,soir,44,299031.688004,5045539.768,45.5497472277,-73.5738756251
C0989,Introduction,2015-09-30 00:00:00,jour,7,288393.406,5037942.5,45.4812149914,-73.7098667884
C0990,Introduction,2015-10-04 00:00:00,jour,38,297622.087997,5042444.84901,45.52188491,-73.5918831945
C0991,Introduction,2015-11-02 00:00:00,soir,38,299130.230006,5040703.565,45.5062300273,-73.5725576125
C0992,Introduction,2015-11-11 00:00:00,jour,1,269738.344005,5029514,45.4046855839,-73.9478891853
C0993,Introduction,2015-11-12 00:00:00,nuit,48,303674.489002,5051198.722,45.6006912608,-73.5144276252
C0994,Introduction,2015-11-21 00:00:00,soir,15,296871.13599,5034074.68799,45.4465583323,-73.6013608267
C0995,Introduction,2015-11-23 00:00:00,jour,22,300626.091006,5043469.09899,45.531125968,-73.5534382269
C0996,Introduction,2015-11-23 00:00:00,jour,22,300626.091006,5043469.09899,45.531125968,-73.5534382269
C0997,Introduction,2015-11-17 00:00:00,jour,38,297035.363006,5042820.79,45.5252614835,-73.5993997045
C0998,Introduction,2015-09-06 00:00:00,jour,5,279054.587,5035900.977,45.4625627565,-73.8292167426
C0999,Introduction,2015-09-06 00:00:00,soir,38,297376.110002,5042599.577,45.5232746363,-73.5950342555
